Type Of House,Price,Street,City,State,Zip
House for sale,249000,145 Devonshire Dr,Athens,GA,30606
House for sale,227990,114 Southcreek Pl,Athens,GA,30606
House for sale,350000,23 Charter Oak Dr,Athens,GA,30607
House for sale,225000,117 S Homewood Dr,Athens,GA,30606
House for sale,207500,293 Forest Rd,Athens,GA,30605
House for sale,215000,130 Freeman Cir,Athens,GA,30601
House for sale,310000,170 Wesley Dr,Athens,GA,30605
House for sale,309900,144 Bent Tree Dr,Athens,GA,30606
House for sale,685000,163 Easy St,Athens,GA,30601
Condo for sale,121000,1905 S Milledge Ave APT 29,Athens,GA,30605
House for sale,229000,425 Cedar Creek Dr,Athens,GA,30605
House for sale,259000,102 Green Top Way,Athens,GA,30605
House for sale,261900,284 Township Ln,Athens,GA,30606
House for sale,189000,1398 E Broad St,Athens,GA,30601
House for sale,299900,750 Saint Ives Ln,Athens,GA,30606
Apartment for sale,184900,146 Kentucky Cir # A-B,Athens,GA,30605
House for sale,279900,300 Kings Rd,Athens,GA,30606
House for sale,135000,310 Airport Rd,Athens,GA,30605
House for sale,286000,512 Lacebark Dr,Athens,GA,30605
For sale by owner,305500,108 Buckeye Br,Athens,GA,30605
House for sale,119900,1145 Lavender Rd,Athens,GA,30606
House for sale,160000,157 Wakefield Trce,Athens,GA,30605
House for sale,249999,667 Timothy Rd,Athens,GA,30606
House for sale,269900,660 Saint Ives Dr,Athens,GA,30606
House for sale,579000,185 Cain St,Athens,GA,30601
House for sale,189900,268 Cavalier Rd,Athens,GA,30606
For sale by owner,209000,5016 Tallassee Rd,Athens,GA,30607
Condo for sale,99000,210 Appleby Dr APT 107,Athens,GA,30605
House for sale,589000,316 Fortson Dr,Athens,GA,30606
House for sale,379000,635 Nantahala Ave,Athens,GA,30601
House for sale,288500,520 Lacebark Dr,Athens,GA,30605
House for sale,489900,320 W Lake Dr,Athens,GA,30606
House for sale,237000,430 Ponderosa Dr,Athens,GA,30605
House for sale,198000,140 Rivermont Rd,Athens,GA,30606
House for sale,193500,245 Robinhood Ct,Athens,GA,30606
For sale by owner,69000,224 Cleveland Ave,Athens,GA,30601
House for sale,410000,190 Best Dr,Athens,GA,30606
House for sale,140000,130 Rocky Dr,Athens,GA,30607
House for sale,249999,366 E Creek Bnd,Athens,GA,30605
House for sale,279000,255 Oakland Ave,Athens,GA,30606
For sale by owner,174900,118 Ruth Dr UNIT 450,Athens,GA,30601
For sale by owner,144000,172 Scottwood Dr,Athens,GA,30607
Foreclosure,162800,130 Hickory Ct,Athens,GA,30605
House for sale,129900,310 Big Oak Cir,Athens,GA,30605
House for sale,179900,164 Trail Creek St,Athens,GA,30601
Lot / Land for sale,170730,720 Vincent Dr,Athens,GA,30607
House for sale,259900,200 Gatewood Cir,Athens,GA,30607
House for sale,409900,255 Millstone Cir,Athens,GA,30605
House for sale,599900,245 Gilmer St,Athens,GA,30606
Home for sale,70900,103 Helican Springs Rd,Athens,GA,30601
House for sale,220000,157 Holly Hills Ct,Athens,GA,30606
House for sale,112900,111 N Ridge Dr,Athens,GA,30607
House for sale,890000,282 Southview Dr,Athens,GA,30605
House for sale,419000,160 Terrell Dr,Athens,GA,30606
House for sale,149900,225 Barnett Shoals Rd,Athens,GA,30605
House for sale,425000,206 Fortson Dr,Athens,GA,30606
House for sale,269500,110 Holmes Ct,Athens,GA,30606
House for sale,265000,1931 Daniels Bridge Rd,Athens,GA,30606
House for sale,195000,265 Mcduffie Dr,Athens,GA,30605
House for sale,315000,125 Annes Ct,Athens,GA,30606
House for sale,799000,285 Hampton Ct,Athens,GA,30605
House for sale,325000,280 Savannah Ave,Athens,GA,30601
House for sale,215000,975 N Chase St,Athens,GA,30601
House for sale,269900,125 Woodhaven St,Athens,GA,30606
House for sale,277000,73 Charter Oak Dr,Athens,GA,30607
House for sale,395000,490 Ruth St,Athens,GA,30601
House for sale,145000,325 Samuel Clemens Way,Athens,GA,30607
Townhouse for sale,105000,1110 Barnett Shoals Rd,Athens,GA,30605
House for sale,300000,179 Ashbrook Dr,Athens,GA,30605
House for sale,2199000,1100 Shoals Dr,Athens,GA,30606
House for sale,759000,170 Valley Rd,Athens,GA,30606
House for sale,265000,218 Stonecrest Ct,Athens,GA,30605
House for sale,199000,200 Landor Dr,Athens,GA,30606
House for sale,399900,1230 Barnett Rdg,Athens,GA,30605
House for sale,190000,254 N Billups St,Athens,GA,30606
House for sale,298000,332 Carr St,Athens,GA,30605
Condo for sale,169900,118 Ruth Dr UNIT 440,Athens,GA,30601
House for sale,324900,225 Georgia Dr,Athens,GA,30605
House for sale,389900,159 Westover Dr,Athens,GA,30606
House for sale,249900,112 Trillium Ln,Athens,GA,30605
House for sale,219000,1305 Hull Rd,Athens,GA,30601
House for sale,214750,(undisclosed Address),Athens,GA,30606
House for sale,200000,55 Jefferson Cir,Athens,GA,30601
House for sale,264900,193 Broomsedge Trl,Athens,GA,30605
House for sale,153000,268 Center Park Ln,Athens,GA,30605
House for sale,121600,135 Nowhere Rd,Athens,GA,30601
House for sale,515000,410 Milledge Cir,Athens,GA,30606
Apartment for sale,250000,135 135 & 145 Springtree Rd,Athens,GA,30605
House for sale,465000,140 Mansfield Ct,Athens,GA,30606
House for sale,119000,295 Baker St,Athens,GA,30601
House for sale,225000,1382 W Hancock Ave,Athens,GA,30606
Condo for sale,349999,250 W Broad St APT 606,Athens,GA,30601
House for sale,279000,235 Devonshire Dr,Athens,GA,30606
House for sale,169500,390 Cedar Springs Dr,Athens,GA,30605
House for sale,379900,195 Harben Pl,Athens,GA,30606
House for sale,293000,210 Millstone Cir,Athens,GA,30605
House for sale,239900,200 Cedar Springs Dr,Athens,GA,30605
House for sale,169900,400 Ruth St,Athens,GA,30601
House for sale,375000,150 Gran Ellen Dr,Athens,GA,30606
Apartment for sale,109900,388 Lexington Hts,Athens,GA,30605
House for sale,500000,520 Fortson Rd,Athens,GA,30606
House for sale,275000,440 Greystone Ter,Athens,GA,30606
Condo for sale,450000,585 White Cir APT 401,Athens,GA,30605
House for sale,543000,469 Millstone Cir,Athens,GA,30605
House for sale,212000,420 Forest Rd,Athens,GA,30605
House for sale,419900,155 Sunset Dr,Athens,GA,30606
House for sale,629000,165 Creek Plantation Dr,Athens,GA,30606
House for sale,259900,145 Russell Way,Athens,GA,30606
House for sale,374000,135 Red Bluff Dr,Athens,GA,30607
House for sale,309900,195 Wesley Dr,Athens,GA,30605
House for sale,240000,145 Sharon Cir,Athens,GA,30606
House for sale,550000,1641 Wild Azalea Ln,Athens,GA,30606
House for sale,274900,110 Green Top Way,Athens,GA,30605
House for sale,219900,135 Tara Way,Athens,GA,30606
For sale by owner,599999,540 Mcwhorter Dr,Athens,GA,30606
House for sale,225000,190 Valleybrook Dr,Athens,GA,30606
Condo for sale,340000,126 Briarcliff Rd UNIT 8,Athens,GA,30606
Condo for sale,212500,310 Research Dr APT 304,Athens,GA,30605
House for sale,859000,445 Westview Dr,Athens,GA,30606
House for sale,235000,225 Crestwood Dr,Athens,GA,30605
House for sale,199900,265 Greencrest Dr,Athens,GA,30605
House for sale,467770,102 Branford Pl,Athens,GA,30606
Apartment for sale,229900,228 Madison Hts,Athens,GA,30601
House for sale,269900,225 Claystone Trce,Athens,GA,30606
House for sale,950000,1131 Tulipwood Ln,Athens,GA,30606
Lot / Land for sale,1200000,660 W Broad St,Athens,GA,30601
Condo for sale,224500,250 W Broad St APT 613,Athens,GA,30601
House for sale,494800,125 Middleton Pl,Athens,GA,30606
House for sale,274900,285 Mcduffie Dr,Athens,GA,30605
House for sale,495000,128 Inverness Rd,Athens,GA,30606
House for sale,274500,233 Towns Walk Dr,Athens,GA,30606
House for sale,922000,190 W Lake Pl,Athens,GA,30606
House for sale,129900,101 Brockett Dr,Athens,GA,30607
House for sale,349900,175 Harold Dr,Athens,GA,30606
House for sale,268900,240 Greystone Ter,Athens,GA,30606
House for sale,679000,240 Fortson Dr,Athens,GA,30606
House for sale,599500,151 Middleton Pl,Athens,GA,30606
Apartment for sale,445000,357 Arch St,Athens,GA,30601
House for sale,1245000,1520 Tanglebrook Dr,Athens,GA,30606
House for sale,419900,290 Saint George Dr,Athens,GA,30606
House for sale,350000,1435 Whit Davis Rd,Athens,GA,30605
House for sale,979900,205 Red Oak Trl,Athens,GA,30606
House for sale,250000,551 Lakeland Ct,Athens,GA,30607
House for sale,289900,223 Georgia Dr,Athens,GA,30605
House for sale,525000,120 Middleton Pl,Athens,GA,30606
House for sale,695000,630 W Cloverhurst Ave,Athens,GA,30606
Condo for sale,319900,118 Ruth Dr UNIT 630,Athens,GA,30601
House for sale,440000,1291 Beverly Dr,Athens,GA,30606
Apartment for sale,399000,107 Sartain Dr,Athens,GA,30605
House for sale,2399000,1400 Wild Azalea Ln,Athens,GA,30606
Apartment for sale,428000,310 Fowler Dr,Athens,GA,30601
Lot / Land for sale,158136,1080 Oak Grove Rd,Athens,GA,30607
House for sale,359000,335 Millstone Cir,Athens,GA,30605
House for sale,332500,135 Lar Ct,Athens,GA,30606
House for sale,724900,108 Valleywood Dr,Athens,GA,30606
House for sale,200000,480 Cherokee Rdg,Athens,GA,30606
House for sale,248000,298 Tara Way # 13,Athens,GA,30606
House for sale,230000,230 Gatewood Cir,Athens,GA,30607
House for sale,248000,298 Tara Way,Athens,GA,30606
House for sale,99900,370 Fairview St,Athens,GA,30601
House for sale,900000,195 Renfrew Dr,Athens,GA,30606
House for sale,715000,1541 Tanglebrook Dr,Athens,GA,30606
Pre-foreclosure / Auction,0,129 Bristol Woods Dr,Athens,GA,30606
Lot / Land for sale,300000,155 Whit Davis Rd,Athens,GA,30605
Apartment for sale,250000,135 & 145 Springtree Rd,Athens,GA,30605
House for sale,139000,477 Whitehall Rd,Athens,GA,30605
Lot / Land for sale,79900,6453 Jefferson River Rd,Athens,GA,30607
Pre-foreclosure / Auction,271836,210 Waterford Way,Athens,GA,30606
For sale by owner,1550000,133 W Lake Ct,Athens,GA,30606
House for sale,289900,212 Melba Ln,Athens,GA,30606
House for sale,680000,155 Middleton Pl,Athens,GA,30606
House for sale,254900,120 Slick Rock Ct,Athens,GA,30606
Pre-foreclosure / Auction,0,145 Maple Forge Dr,Athens,GA,30606
House for sale,135000,175 Kentucky Cir,Athens,GA,30605
House for sale,101900,37 Pinelane Dr,Athens,GA,30601
Pre-foreclosure / Auction,0,241 Brickleberry Rdg,Athens,GA,30605
House for sale,1295000,1101 Laurel Pl,Athens,GA,30606
House for sale,279900,155 Virginia Ln,Athens,GA,30646
House for sale,249900,296 Lenox Rd,Athens,GA,30606
Lot / Land for sale,399000,3605 Barnett Shoals Rd,Athens,GA,30605
House for sale,114999,182 Magnolia St,Athens,GA,30606
Condo for sale,550000,585 White Cir APT 34,Athens,GA,30605
House for sale,319900,1829 Oak Grove Rd # 2,Athens,GA,30607
House for sale,325000,560 Odd St,Athens,GA,30601
Pre-foreclosure / Auction,263542,128 Telfair Pl,Athens,GA,30606
Condo for sale,138900,1040 Gaines School Rd APT 124,Athens,GA,30605
Condo for sale,289900,499 Woodhaven Way,Athens,GA,30606
House for sale,475000,160 Saint George Pl,Athens,GA,30606
House for sale,339900,385 Greystone Ter,Athens,GA,30606
House for sale,239900,240 Carrington Dr,Athens,GA,30605
House for sale,294500,180 Wilkerson St,Athens,GA,30601
Townhouse for sale,60000,389 Chalfont Dr,Athens,GA,30606
House for sale,499000,139 Thornhill Cir,Athens,GA,30607
Condo for sale,249900,755 E Broad St SUITE 803,Athens,GA,30601
Make Me MoveÂ®,645000,1010 Laurel Pl,Athens,GA,30606
Condo for sale,212500,310 Research Dr APT 104,Athens,GA,30605
House for sale,94990,290 Moreland Ave,Athens,GA,30601
Apartment for sale,129000,180 Sycamore Ln,Athens,GA,30605
House for sale,206900,945 Creekview Rd,Athens,GA,30606
Apartment for sale,125000,155 Springtree Rd,Athens,GA,30605
Lot / Land for sale,175000,115 Tallassee Oaks Trl,Athens,GA,30606
House for sale,529900,175 Clover St,Athens,GA,30606
Condo for sale,64900,148 Scandia Cir APT 5,Athens,GA,30605
House for sale,290000,160 Towns Walk Dr # 4B,Athens,GA,30606
House for sale,115000,175 Noketchee Creek Rd,Athens,GA,30601
House for sale,249900,291 Firefighter Ct,Athens,GA,30607
House for sale,158900,125 Lillian Dr,Athens,GA,30606
Townhouse for sale,60000,387 Chalfont Dr,Athens,GA,30606
House for sale,52000,190 Viking Ct APT 3,Athens,GA,30605
Lot / Land for sale,29999,550 Anniston Dr,Athens,GA,30607
House for sale,335900,273 Towns Walk Dr,Athens,GA,30606
House for sale,309900,377 Greystone Ter,Athens,GA,30606
Pre-foreclosure / Auction,99238,125 Deupree Ct,Athens,GA,30607
House for sale,445000,687 Oglethorpe Ave,Athens,GA,30606
House for sale,475000,1661 Well Brook Rd,Watkinsville,GA,30677
House for sale,434990,64 Charter Oak Dr,Athens,GA,30607
House for sale,475000,198 Flint St,Athens,GA,30601
House for sale,89900,660 Vine St,Athens,GA,30601
Lot / Land for sale,500000,170 Hendrix Ave,Athens,GA,30601
House for sale,237000,648 Nantahala Ave,Athens,GA,30601
Lot / Land for sale,29999,568 Anniston Dr,Athens,GA,30607
Apartment for sale,115000,135 Sycamore Ln,Athens,GA,30605
Lot / Land for sale,85000,161 Westminster Dr,Athens,GA,30607
Lot / Land for sale,381420,1520 Daniels Bridge Rd,Athens,GA,30606
House for sale,635000,2407 Tallassee Rd,Athens,GA,30607
Pre-foreclosure / Auction,0,115 Gaines Ct,Athens,GA,30605
Lot / Land for sale,59900,70 Pine Valley Dr,Athens,GA,30606
Lot / Land for sale,500000,0 Hendrix Ave,Athens,GA,30601
Pre-foreclosure / Auction,0,309 Woodridge Cir,Athens,GA,30601
Condo for sale,63500,2505 W Broad St APT 315,Athens,GA,30606
Pre-foreclosure / Auction,0,175 Broomsedge Trl,Athens,GA,30605
For sale by owner,59900,264 Scandia Cir,Athens,GA,30605
Make Me MoveÂ®,208455,200 Clarke Dr,Athens,GA,30605
Lot / Land for sale,179900,35 Chairing Cross Ln,Athens,GA,30607
Townhouse for sale,109000,105 Westchester Dr APT H5,Athens,GA,30606
Pre-foreclosure / Auction,110464,154 Inglewood Ave,Athens,GA,30601
House for sale,370000,172 Beaver Trl,Athens,GA,30605
Make Me MoveÂ®,127500,210 Appleby Dr APT 222,Athens,GA,30605
Lot / Land for sale,225000,188 Will Hunter Rd,Athens,GA,30606
House for sale,199900,100 Tremont Pkwy APT 6,Athens,GA,30606
Pre-foreclosure / Auction,63782,211 North Ave APT 1325,Athens,GA,30601
House for sale,850000,4959 Barnett Shoals Rd,Athens,GA,30605
Condo for sale,70777,172 Scandia Cir,Athens,GA,30605
Make Me MoveÂ®,799000,437 Milledge Ter,Athens,GA,30606
Lot / Land for sale,150000,1829 Oak Grove Rd # 4,Athens,GA,30607
Pre-foreclosure / Auction,501301,360 Milledge Hts,Athens,GA,30606
For sale by owner,265000,350 Woodhaven Pkwy,Athens,GA,30606
Lot / Land for sale,175000,3117 Spartan Estates Dr,Athens,GA,30606
Condo for sale,75000,(undisclosed Address),Athens,GA,30606
Lot / Land for sale,280845,Daniels Bridge Rd,Athens,GA,30606
Lot / Land for sale,175000,2997 Spartan Estates Dr # 14,Athens,GA,30606
Lot / Land for sale,175000,3117 Spartan Estates Dr # 12,Athens,GA,30606
Lot / Land for sale,175000,1412 Ryan Pass # 18,Athens,GA,30606
Lot / Land for sale,175000,2997 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,175000,1365 Ryan Pass # 20,Athens,GA,30606
Lot / Land for sale,175000,2861 Spartan Estates Dr # 15,Athens,GA,30606
Lot / Land for sale,175000,1412 Ryan Pass,Athens,GA,30606
Lot / Land for sale,165000,1415 Ryan Pass # 19,Athens,GA,30606
Lot / Land for sale,175000,2861 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,175000,1365 Ryan Pass,Athens,GA,30606
Lot / Land for sale,150000,0 Brock Rd,Athens,GA,30607
Lot / Land for sale,175000,1237 Ryan Pass # 21,Athens,GA,30606
Lot / Land for sale,160000,3119 Spartan Estates Dr # 13,Athens,GA,30606
Lot / Land for sale,165000,1415 Ryan Pass,Athens,GA,30606
House for sale,699000,1829 Oak Grove Rd # 1,Athens,GA,30607
Lot / Land for sale,175000,1237 Ryan Pass,Athens,GA,30606
Lot / Land for sale,160000,2281 Spartan Estates Dr # 23,Athens,GA,30606
Lot / Land for sale,500000,160 Hendrix Ave,Athens,GA,30601
Lot / Land for sale,160000,3119 Spartan Estates Dr,Athens,GA,30606
Pre-foreclosure / Auction,0,102 Kara Dr,Athens,GA,30606
Lot / Land for sale,225000,150 Will Hunter Rd,Athens,GA,30606
Lot / Land for sale,155000,2324 Spartan Estates Dr # 6,Athens,GA,30606
Lot / Land for sale,155000,2532 Spartan Estates Dr # 7,Athens,GA,30606
Lot / Land for sale,160000,2161 Spartan Estates Dr # 24,Athens,GA,30606
Lot / Land for sale,160000,2281 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,155000,2532 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,160000,2161 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,160000,2033 Spartan Estates Dr # 25,Athens,GA,30606
Lot / Land for sale,155000,2324 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,155000,2726 Spartan Estates Dr # 8,Athens,GA,30606
Lot / Land for sale,160000,2033 Spartan Estates Dr,Athens,GA,30606
House for sale,269900,225 Claystone Trce # 6,Athens,GA,30606
Lot / Land for sale,223800,0 Oak Grove Rd,Athens,GA,30607
Lot / Land for sale,155000,2726 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,150000,1831 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,150000,1831 Spartan Estates Dr # 26,Athens,GA,30606
House for sale,328400,125 Pine Tops Dr,Athens,GA,30606
Pre-foreclosure / Auction,131153,249 Chadds Walk,Athens,GA,30606
Condo for sale,49900,176 Scandia Cir APT 4,Athens,GA,30605
House for sale,229900,140 Huntington Shoals Dr,Athens,GA,30606
House for sale,344900,241 Magnolia Blossom Way,Athens,GA,30606
Lot / Land for sale,150000,249 4th St,Athens,GA,30601
Lot / Land for sale,75000,573 Westminster Dr,Athens,GA,30607
Foreclosed,0,2670 Danielsville Rd,Athens,GA,30601
Lot / Land for sale,145000,1103 Ryan Pass # 22,Athens,GA,30606
Lot / Land for sale,85000,N/a Barnett Shoals Rd S,Athens,GA,30605
Lot / Land for sale,145000,1103 Ryan Pass,Athens,GA,30606
Lot / Land for sale,135000,1784 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,150000,245 4th St,Athens,GA,30601
Lot / Land for sale,140000,1120 Ryan Pass # 16,Athens,GA,30606
Lot / Land for sale,140000,1120 Ryan Pass,Athens,GA,30606
Lot / Land for sale,800000,437 Little Oak St,Athens,GA,30601
Pre-foreclosure / Auction,198209,855 Saint Ives Ln,Athens,GA,30606
Lot / Land for sale,74900,115 Keystone Ct,Athens,GA,30605
House for sale,288500,256 Township Ln,Athens,GA,30606
House for sale,549000,615 Snapfinger Dr,Athens,GA,30605
Pre-foreclosure / Auction,206135,1081 Old Barnett Shoals Rd,Athens,GA,30605
Pre-foreclosure / Auction,279653,395 Millstone Cir,Athens,GA,30605
Lot / Land for sale,66500,211 Sarah St,Athens,GA,30607
House for sale,179500,850 Whitehall Rd,Athens,GA,30605
Pre-foreclosure / Auction,83565,140 October Woods Dr,Athens,GA,30601
Lot / Land for sale,79900,4784 Lexington Rd,Athens,GA,30605
Lot / Land for sale,35000,220 Millstone Cir,Athens,GA,30605
Lot / Land for sale,5870240,1222 Dowdy Rd,Athens,GA,30606
Lot / Land for sale,135000,2160 Spartan Estates Dr # 5,Athens,GA,30606
Lot / Land for sale,45000,655 Hancock Industrial Way # 9,Athens,GA,30605
Lot / Land for sale,135000,1784 Spartan Estates Dr # 2,Athens,GA,30606
Lot / Land for sale,135000,2034 Spartan Estates Dr # 4,Athens,GA,30606
Lot / Land for sale,135000,2160 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,135000,2034 Spartan Estates Dr,Athens,GA,30606
Lot / Land for sale,8905500,1901 Epps Bridge Pkwy,Athens,GA,30606
Lot / Land for sale,150000,1820 Lea Haven Way,Athens,GA,30606
Lot / Land for sale,275000,285 & 295 Hawthorne Ave,Athens,GA,30606
House for sale,350000,265 Westpark Dr,Athens,GA,30606
Pre-foreclosure / Auction,71057,111 Warren St,Athens,GA,30601
Lot / Land for sale,22000,312 Crabapple Trce,Athens,GA,30605
Pre-foreclosure / Auction,56858,140 Royal Ct,Athens,GA,30601
Pre-foreclosure / Auction,70787,850 Burkland Dr,Athens,GA,30601
Make Me MoveÂ®,250000,180 Anna Dr,Athens,GA,30606
Lot / Land for sale,20000,422 Ashley Ln,Athens,GA,30607
Lot / Land for sale,459000,780 Macon Hwy,Athens,GA,30606
Pre-foreclosure / Auction,49629,1440 Murrell Rd,Winterville,GA,30683
Lot / Land for sale,1444000,0 Olympic Dr,Athens,GA,30601
Pre-foreclosure / Auction,0,105 Oak Crest Trl,Athens,GA,30605
Lot / Land for sale,1400000,322 North Ave,Athens,GA,30601
Pre-foreclosure / Auction,95283,204 Harvest Way,Athens,GA,30607
House for sale,450000,170 Chicopee Blvd,Athens,GA,30601
Lot / Land for sale,20000,298 Ashley Ln,Athens,GA,30607
Lot / Land for sale,20000,396 Ashley Ln,Athens,GA,30607
House for sale,675000,580 Tallassee Rd,Athens,GA,30606
Lot / Land for sale,1684000,0 Olympic Dr & Hancock Industrial Way,Athens,GA,30601
Lot / Land for sale,49900,0 New Kings Bridge Rd,Athens,GA,30607
Lot / Land for sale,437100,4555 Bob Godfrey Rd,Athens,GA,30605
Pre-foreclosure / Auction,0,595 Macon Hwy APT 34,Athens,GA,30606
Lot / Land for sale,55000,220 Strickland Ave,Athens,GA,30601
Lot / Land for sale,20000,330 Ashley Ln,Athens,GA,30607
Make Me MoveÂ®,475000,151 Lyndon Ave,Athens,GA,30601
Lot / Land for sale,3370500,900 Athena Dr,Athens,GA,30601
Lot / Land for sale,60000,165 Kentucky Cir,Athens,GA,30605
Condo for sale,88800,150 Viking Ct,Athens,GA,30605
Pre-foreclosure / Auction,0,128 Rebecca Pl,Athens,GA,30605
Lot / Land for sale,1000000,0 Epps Bridge Pkwy,Athens,GA,30606
Lot / Land for sale,199900,0000 Nowhere Rd,Athens,GA,30601
Lot / Land for sale,450000,1669 E Broad St,Athens,GA,30601
Pre-foreclosure / Auction,0,125 Burgundy Ct,Athens,GA,30601
For sale by owner,34900,163 Snapfinger Way,Athens,GA,30605
Lot / Land for sale,200000,145 Creek Plantation Dr,Athens,GA,30606
Lot / Land for sale,55000,195 Strickland Ave,Athens,GA,30601
House for sale,224900,201 Claystone Woods Dr,Athens,GA,30606
Lot / Land for sale,249000,160 Duncan Springs Rd,Athens,GA,30606
Pre-foreclosure / Auction,0,201 Twin Creek Shrs,Athens,GA,30605
Lot / Land for sale,500000,540 542 Harve Mathis,Athens,GA,30601
Pre-foreclosure / Auction,0,160 Hunters Pointe Dr,Athens,GA,30606
For sale by owner,34900,153 Snapfinger Way,Athens,GA,30605
Pre-foreclosure / Auction,0,455 Sandstone Dr,Athens,GA,30605
Pre-foreclosure / Auction,0,575 Sandstone Dr,Athens,GA,30605
Lot / Land for sale,310000,0 Sims Cross Rd,Stephens,GA,30607
Pre-foreclosure / Auction,0,73 Marie Ct,Athens,GA,30607
Lot / Land for sale,850000,1340 Old Epps Bridge Rd,Athens,GA,30606
Lot / Land for sale,39900,164 Odd St,Athens,GA,30601
Lot / Land for sale,895000,140 Whitehall Rd,Athens,GA,30605
Lot / Land for sale,14999,225 Oak St # 43,Athens,GA,30601
Lot / Land for sale,300000,0 Bethany Ct,Athens,GA,30605
Lot / Land for sale,750000,295 Research Dr,Athens,GA,30605
Pre-foreclosure / Auction,71286,270 Hollow Ridge Dr,Athens,GA,30607
Lot / Land for sale,303000,4432 Lexington Rd,Athens,GA,30605
Lot / Land for sale,303000,4430 Lexington Rd,Athens,GA,30605
Lot / Land for sale,315000,1545 1545 Commerce Rd,Athens,GA,30607
House for sale,255000,278 Pointe Pl,Athens,GA,30605
Pre-foreclosure / Auction,193408,330 Stoneland Dr,Athens,GA,30606
Lot / Land for sale,325000,1225 College Station Rd,Athens,GA,30605
Pre-foreclosure / Auction,0,110 Homestead Dr,Athens,GA,30605
Lot / Land for sale,299000,2094 Downs Creek Dr,Athens,GA,30606
House for sale,450000,161 Timothy Park Ln,Athens,GA,30606
Pre-foreclosure / Auction,79156,170 New Hope Dr,Athens,GA,30606
Pre-foreclosure / Auction,138001,56 Anniston Dr,Athens,GA,30607
Lot / Land for sale,42000,Kentucky Cir,Athens,GA,30605
Lot / Land for sale,42000,0 Kentucky Cir,Athens,GA,30605
Condo for sale,58000,2505 W Broad St APT 139,Athens,GA,30606
Lot / Land for sale,81000,0 Murrell Roaad,Athens,GA,30605
Lot / Land for sale,275000,0 Tallasee Rd,Athens,GA,30606
Lot / Land for sale,89000,2197 Lexington Rd,Athens,GA,30605
Pre-foreclosure / Auction,0,125 Sharon Ct,Athens,GA,30606
Pre-foreclosure / Auction,129340,159 Briarcliff Rd,Athens,GA,30606
Lot / Land for sale,99900,4025 Danielsville Rd,Athens,GA,30601
Lot / Land for sale,20000,195 Virginia Ln,Hull,GA,30646
Lot / Land for sale,24900,144 Trail Creek St,Athens,GA,30601
Lot / Land for sale,24000,239 Woodridge Cir,Athens,GA,30601
Pre-foreclosure / Auction,0,224 Live Oak Dr,Athens,GA,30606
Lot / Land for sale,275000,1524 Downs Creek Dr,Athens,GA,30606
House for sale,350000,548 Lacebark Dr,Athens,GA,30605
Lot / Land for sale,50000,243 Waterford Pl LOT 8,Athens,GA,30607
Lot / Land for sale,22500,615 Bethany Ct,Athens,GA,30606
Lot / Land for sale,22500,625 Bethany Ct,Athens,GA,30606
Lot / Land for sale,61500,0 Cane Creek Rd Mary Collier Rd,Athens,GA,30607
Lot / Land for sale,10000,320 Rustwood Dr,Athens,GA,30606
Lot / Land for sale,10000,0000 Lavender Rd,Athens,GA,30606
Lot / Land for sale,39900,107 Ambler Rd,Athens,GA,30607
Lot / Land for sale,39900,111 Ambler Rd,Athens,GA,30607
Lot / Land for sale,32000,546 N Peter St,Athens,GA,30601
